id,value
id_132,54.74688493728939
id_133,12.894288529724472
id_134,9.99599437696499
id_135,2.9576970647345355
id_136,13.157059299225827
id_137,56.0619806146255
id_138,22.35444811493926
id_139,4.92016703561776
id_140,30.153005211788813
id_141,24.521973831292087
id_142,42.01943356262686
id_143,29.59361300971435
id_144,16.957187329400554
id_145,22.62338116403894
id_146,9.422975010361629
id_147,55.70514534459833
id_148,29.573544960205716
id_149,40.10041121169526
id_150,11.05001329552835
id_151,5.893252585331199
id_152,24.738536640114383
id_153,4.92135902986133
id_154,6.801902121042716
id_155,41.23789415135298
id_156,7.8054167167402255
id_157,35.86869726685637
id_158,13.518761720722846
id_159,17.740767314214473
id_160,44.97134079361428
id_161,15.571425365414223
id_162,11.825306180799137
id_163,14.636983537979772
id_164,51.808123942973054
id_165,26.511527134806073
id_166,2.4729141889153023
id_167,13.669629278891431
id_168,65.64146190962903
id_169,8.12197312919057
id_170,63.403497659510386
id_171,44.61778727992186
id_172,31.435813586437003
id_173,15.678966883535496
id_174,60.382095955424774
id_175,25.657688006930545
id_176,15.22890636537732
id_177,36.72600349709563
id_178,11.802382532296079
id_179,29.182594797068784
id_180,17.475911293705842
id_181,7.730606546437136
id_182,57.34184747655433
id_183,50.24512357028503
id_184,12.10538281785051
id_185,35.19663039348966
id_186,21.974268201124275
id_187,64.85349874653966
id_188,13.758593068086116
id_189,62.8199619710355
id_190,36.60110776470515
id_191,17.629458178836146
id_192,27.379859453370205
id_193,0.08186978623657962
id_194,15.835933825373578
id_195,4.459274793338414
id_196,32.29533479804315
id_197,9.720597372515899
id_198,21.340717458614076
id_199,58.17935102746262
id_200,25.21988536067872
id_201,19.123659234923693
id_202,72.62012752018316
id_203,10.175614436315273
id_204,9.389879977706762
id_205,13.487671790127798
id_206,8.108256398956037
id_207,2.482224093948036
id_208,124.70310848244932
id_209,17.468944625360127
id_210,18.976939975213554
id_211,18.911984933540136
id_212,36.15131012862951
id_213,32.451031110969865
id_214,14.57753647939103
id_215,29.496189881307505
id_216,76.287881979995
id_217,1.0115648400587034
id_218,9.155904073263052
id_219,30.52161081891633
id_220,13.587407318747895
id_221,10.105153366874271
id_222,107.23955734749016
id_223,14.83620395680475
id_224,20.640948959491023
id_225,68.95418074618658
id_226,17.239795637518213
id_227,24.65029698356928
id_228,11.882972925362271
id_229,11.172445427891939
id_230,44.86226855136489
id_231,11.500233707500948
id_232,49.5414132767428
id_233,42.13080630067143
id_234,27.868140657632072
id_235,39.95092258746736
id_236,66.08108517203917
id_237,42.31575354507842
id_238,17.84396032440607
id_239,14.490119175130703
