id,value
id_88,24.209928554337836
id_89,21.648303830388038
id_90,30.89370225136157
id_91,40.667010186176775
id_92,5.754046320332508
id_93,36.599551396332664
id_94,46.195368298659474
id_95,18.221653101337886
id_96,33.845099999854654
id_97,11.837230037015285
id_98,26.033756959193152
id_99,3.0931864334449317
id_100,18.242621239685548
id_101,28.453850395839773
id_102,11.961782819912951
id_103,16.336330740640424
id_104,22.74420645812928
id_105,38.70552364995197
id_106,28.584178348992666
id_107,5.928127454287312
id_108,9.320446403958213
id_109,77.25054596714956
id_110,46.20780754822765
id_111,15.222679775358937
id_112,28.036405784027686
id_113,14.39032095914342
id_114,13.217070632811836
id_115,25.575129914970887
id_116,25.514977794479915
id_117,9.612520232890233
id_118,18.74026064633373
id_119,19.481113810555396
id_120,81.11510944368942
id_121,24.69879228255071
id_122,34.48900169777408
id_123,25.06535133504773
id_124,7.8528874282581125
id_125,40.12717706288945
id_126,10.017417464266252
id_127,18.520350460356173
id_128,26.67244312552484
id_129,62.68936327713295
id_130,22.803185336426925
id_131,22.10273687147911
id_132,59.46429913174463
id_133,13.877772678767082
id_134,13.70910203673806
id_135,1.994397459102736
id_136,10.7131117898272
id_137,58.43841768647872
id_138,21.41998765838565
id_139,5.929172296456255
id_140,30.45827772408738
id_141,26.108318377938545
id_142,45.48893812680902
id_143,32.297573297447215
id_144,16.53758651573138
id_145,26.546831352971626
id_146,11.560976029001498
id_147,51.2407688062475
id_148,22.381174619267902
id_149,37.94137882255567
id_150,9.697824886539381
id_151,6.493799501264725
id_152,25.07888503536751
id_153,7.171230811522649
id_154,15.88513845217112
id_155,42.08969310375232
id_156,7.875995047465702
id_157,36.16258758350169
id_158,11.15805265711953
id_159,18.357038553160816
id_160,40.35821846900815
id_161,18.294191927272166
id_162,10.413010725758962
id_163,8.233177305792452
id_164,50.55006925477649
id_165,29.58563163830748
id_166,-0.44842264574562174
id_167,14.191055903151383
id_168,64.65508362322831
id_169,14.191913844037764
id_170,65.04240855463667
id_171,40.38773123218599
id_172,24.54187598951713
id_173,20.919106576088502
id_174,61.64235779034189
id_175,24.521622367836677
id_176,20.811541341601455
id_177,36.52083008016733
id_178,11.340226951107969
id_179,30.08068206028949
id_180,16.241044571565592
id_181,11.227557508458984
id_182,55.02671517700393
id_183,46.26697646937624
id_184,17.513264196299385
id_185,36.961852963571275
id_186,26.851354778830242
id_187,68.61853587883671
id_188,9.281194662121434
id_189,55.79994473379811
id_190,38.45807657378902
id_191,16.70966279252081
id_192,29.767976507555613
id_193,0.7718202408172359
id_194,19.037516011062685
id_195,-0.26513498857446016
id_196,34.01564280331702
id_197,10.118086531922376
id_198,19.067535955452886
id_199,61.885241962266925
id_200,23.049789185469834
id_201,23.853110761366587
id_202,64.42724386161633
id_203,9.367878199265643
id_204,10.441714934396694
id_205,11.382003416983125
id_206,8.860799775869726
id_207,2.3193834352323655
id_208,123.18413028680239
id_209,19.276432622604297
id_210,16.11727351690781
id_211,15.812083958782853
id_212,36.361928124254334
id_213,36.00913112484801
id_214,19.773395109521097
id_215,35.259336119856144
id_216,77.12343794791082
id_217,0.8898275091171853
id_218,12.979806557154628
id_219,33.71858679324901
id_220,16.2918927726077
id_221,10.877437842372876
id_222,114.46131445339961
id_223,12.289620682295224
id_224,15.663934857034997
id_225,60.57327923891903
id_226,14.323911425353026
id_227,18.656317753193743
id_228,9.468929369785595
id_229,5.249031656351241
id_230,45.15244051007696
id_231,13.664563888015573
id_232,50.81236154282936
id_233,41.8966516792069
id_234,21.500184252429623
id_235,42.75778160774023
id_236,68.25924743739093
id_237,39.43537716289644
id_238,14.011588348353571
id_239,16.134248854589927
